SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR
92716,9,2,1,67,,3,3,2,,2,,1,1,,,1,3,,1,2,2,1,2,2,,,,,3,3,0,0,1,1,67,1,1,3,,40378.93,39994.89,2,123,14,14,4.46
92717,9,2,2,22,,4,4,2,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,2,42,1,4,3,,20066.83,20271.28,2,126,7,7,1.23
92718,9,2,2,2,,1,1,1,25,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,1,30,1,3,6,,10560.74,10970.42,1,125,8,8,1.69
92719,9,2,1,36,,3,3,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,36,1,5,5,,111559.23,114757.55,1,121,14,14,5.00
92720,9,2,2,61,,5,6,2,,2,,2,1,7,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,58,2,5,1,5,20631.16,22237.02,2,123,15,15,5.00
92721,9,2,1,14,,1,1,1,171,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,41,2,1,5,,15219.17,19887.94,1,121,3,3,0.59
92722,9,2,1,24,,1,1,2,,2,,2,2,3,,3,5,,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,1,32,2,3,1,,45482.39,46947.16,1,132,14,5,2.04
92723,9,2,2,14,,3,3,2,172,,,1,1,,8,,,,1,1,2,1,2,2,,,,,7,7,2,4,0,1,36,1,1,1,1,26585.01,27581.74,1,131,77,77,
92724,9,2,1,31,,3,3,1,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,7,7,2,0,0,2,51,1,3,1,3,101205.78,104337.06,1,127,10,10,1.77
92725,9,2,1,38,,1,1,2,,2,,2,1,6,,3,1,,2,2,2,1,2,2,1,2,2,2,7,7,0,3,2,1,76,2,1,1,1,28203.88,29319.52,2,129,4,4,0.49
92726,9,2,1,64,,3,3,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,64,1,3,3,,39461.23,42948.78,2,123,7,7,3.62
92727,9,2,1,0,2,3,3,1,3,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,30,1,3,1,3,15180.64,15115.72,2,132,9,9,1.93
92728,9,2,1,80,,3,3,2,,1,1,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,80,1,3,1,5,15513.74,16856.90,1,130,6,6,1.57
92729,9,2,1,16,,4,4,1,199,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,5,4,0,2,0,1,43,1,3,1,4,11977.37,11899.42,1,124,8,5,0.82
92730,9,2,1,40,,5,6,2,,2,,2,2,6,,1,1,,1,2,1,1,2,1,,,,,5,5,0,1,0,2,41,2,4,1,1,16318.64,16524.63,1,123,7,7,1.27
92731,9,2,1,57,,3,3,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,55,1,3,3,,98268.35,100777.22,2,131,8,8,2.23
92732,9,2,2,18,,4,4,1,217,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,7,5,0,4,0,2,42,1,5,5,,16909.49,16613.22,2,131,5,2,0.21
92733,9,1,1,4,,1,1,,,,,1,1,,,,,,2,1,2,2,2,2,,,,,7,7,2,0,0,1,39,2,1,2,,12977.54,0.00,1,120,1,1,0.01
92734,9,2,2,1,,3,3,1,25,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,33,1,3,1,4,20051.00,20288.28,1,127,7,7,1.44
92735,9,2,2,34,,5,6,1,,2,,2,2,3,,3,1,2,1,2,2,1,2,2,,,,,4,4,2,0,0,1,42,2,5,1,3,20745.94,22023.35,2,133,15,15,4.53
92736,9,2,2,0,1,4,4,2,2,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,1,2,68,2,1,1,,7367.14,7590.47,2,130,5,5,0.91
92737,9,2,2,13,,1,1,1,164,,,1,1,,8,,,,2,1,2,1,2,2,1,2,2,1,4,4,0,1,1,1,60,,,1,1,20477.13,22945.28,1,128,6,6,1.24
92738,9,2,1,72,,1,1,1,,2,,1,1,,,1,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,1,72,1,1,3,,9407.60,9508.89,1,127,4,4,1.32
92739,9,2,1,8,,3,3,2,103,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,1,28,1,4,1,4,34604.43,34800.09,1,131,14,14,3.30
92740,9,2,2,12,,4,4,2,145,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,2,1,0,1,42,1,5,1,5,22441.54,22048.35,2,126,15,15,3.60
92741,9,2,2,27,,5,6,1,,2,,1,1,,,5,5,2,1,2,2,1,2,2,1,2,2,1,3,1,0,0,0,2,27,1,5,5,,19789.99,21342.23,1,133,14,8,3.82
92742,9,2,2,22,,1,1,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,2,22,1,4,5,,24259.12,27521.27,1,128,2,2,0.62
92743,9,2,2,54,,5,7,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,57,,,1,5,233755.84,242386.66,2,127,15,15,5.00
92744,9,2,1,63,,3,3,1,,1,1,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,61,1,4,1,4,111409.26,111272.39,2,132,6,6,1.75
92745,9,2,2,23,,1,1,1,,2,,1,1,,,4,1,2,2,2,2,2,2,2,1,2,2,,4,4,2,0,0,1,23,1,3,1,4,24259.12,23823.39,1,128,6,6,1.07
92746,9,2,1,80,,3,3,2,,1,1,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,1,80,1,5,2,,27855.14,30266.80,1,131,9,9,4.84
92747,9,2,1,3,,3,3,1,44,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,35,,,1,4,25722.15,28377.44,1,127,9,9,2.11
92748,9,2,2,41,,4,4,1,,2,,1,1,,,4,4,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,41,1,4,4,,16351.18,16914.28,2,133,6,6,1.19
92749,9,2,1,10,,5,6,2,123,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,44,2,5,1,4,13449.86,13387.42,2,124,15,15,5.00
92750,9,2,2,53,,3,3,2,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,1,2,53,1,2,2,,47510.98,55268.74,2,120,5,4,1.35
92751,9,2,1,57,,1,1,1,,2,,2,2,7,,2,1,,2,2,2,1,2,2,,,,,6,6,1,1,0,2,30,1,3,6,,17735.03,18013.89,2,121,99,99,
92752,9,2,2,54,,2,2,2,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,48,2,4,1,3,19000.85,20143.18,1,120,9,9,3.92
92753,9,2,1,41,,5,6,1,,2,,2,1,3,,4,1,,1,2,1,1,2,1,1,2,1,3,5,5,1,2,0,1,41,2,4,1,1,11803.99,11855.99,2,121,7,7,1.34
92754,9,2,1,7,,4,4,2,87,,,1,1,,1,,,,1,1,2,1,2,2,,,,,3,2,0,1,0,1,35,1,4,6,,16698.19,19801.66,2,131,15,9,3.45
92755,9,2,1,12,,4,4,1,146,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,2,36,1,4,6,,11500.71,11425.86,2,132,9,9,1.87
92756,9,2,1,10,,3,3,2,132,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,4,0,1,39,1,5,3,,47864.16,47538.25,1,126,14,14,3.34
92757,9,1,2,46,,5,7,,,2,,1,1,,,5,3,,1,2,2,1,2,2,,,,,1,1,0,0,0,2,46,1,5,3,,18205.21,0.00,2,129,9,9,5.00
92758,9,2,2,57,,4,4,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,6,6,1,1,1,1,62,1,2,1,2,21275.47,21321.15,2,131,7,7,1.10
92759,9,2,2,15,,3,3,1,185,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,44,99,9,6,,71570.67,73333.79,2,125,7,7,1.65
92760,9,2,1,9,,1,1,1,110,,,1,1,,3,,,,2,1,2,2,2,2,1,2,2,1,6,6,0,4,0,2,40,2,1,5,,10346.66,10628.29,1,121,1,1,0.11
92761,9,2,2,26,,3,3,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,50,1,5,1,5,76561.64,77479.22,1,130,15,15,5.00
92762,9,2,2,47,,5,6,2,,2,,2,1,5,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,47,2,5,1,5,25033.68,26525.01,2,128,15,15,5.00
92763,9,2,1,2,,3,3,1,27,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,2,1,0,2,50,1,5,3,,21567.51,22456.03,2,125,12,12,
92764,9,2,1,48,,5,6,1,,2,,2,1,6,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,48,2,5,1,5,20808.86,20900.53,2,122,15,15,5.00
92765,9,2,1,11,,4,4,2,140,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,6,6,2,2,0,2,31,1,3,77,,8053.04,9143.95,2,126,7,7,1.10
92766,9,2,2,3,,3,3,2,45,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,34,1,4,1,3,43072.00,42817.86,2,130,5,5,1.09
92767,9,2,2,41,,1,1,2,,2,,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,1,1,0,2,41,2,1,1,1,19124.38,19655.30,1,123,4,4,0.80
92768,9,2,2,34,,2,2,2,,2,,2,2,5,,1,5,2,2,2,2,2,2,2,2,2,2,2,6,6,0,4,1,2,34,2,1,5,,30143.84,35231.22,2,128,4,4,0.55
92769,9,2,2,47,,4,4,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,,,,,5,5,1,2,0,2,47,1,4,5,,17291.67,17887.16,2,131,8,8,1.76
92770,9,2,2,18,,3,3,2,220,2,,1,1,,66,,,,1,2,2,1,2,2,,,,,7,7,1,4,0,2,40,1,1,1,1,40941.85,41950.44,2,123,15,15,2.22
92771,9,2,2,0,0,1,1,1,1,,,1,1,,,,,,2,1,2,2,2,2,,,,,6,6,1,3,0,1,43,2,2,1,2,4239.94,4401.26,2,133,99,99,
92772,9,1,2,40,,3,3,,,2,,1,1,,,3,1,3,1,2,2,1,2,2,,,,,4,4,0,1,1,2,63,1,3,3,,137963.51,0.00,2,127,15,15,4.94
92773,9,2,2,26,,2,2,1,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,4,4,1,0,0,2,47,1,4,2,,22817.66,22407.83,1,133,6,6,1.36
92774,9,2,1,40,,4,4,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,40,1,4,6,,25953.57,25668.19,2,121,10,10,2.67
92775,9,2,2,53,,2,2,2,,2,,2,1,6,,5,3,,2,2,2,2,2,2,1,2,2,1,1,1,0,0,0,2,53,2,5,3,,11696.20,13241.41,2,119,8,8,4.04
92776,9,2,2,8,,3,3,1,97,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,37,1,4,1,3,49318.20,48677.64,2,125,10,10,2.67
92777,9,2,1,47,,1,1,1,,2,,2,2,6,,2,1,,2,2,2,1,2,2,2,2,2,2,3,3,0,0,0,1,47,2,2,1,,26105.01,26995.32,2,133,8,8,2.48
92778,9,2,2,2,,3,3,1,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,27,1,4,1,5,28423.55,28255.83,2,132,10,10,2.67
92779,9,2,2,72,,4,4,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,72,1,4,2,,23406.24,23381.06,1,132,2,2,0.59
92780,9,2,2,6,,4,4,2,81,,,1,1,,1,,,,1,1,2,1,2,2,,,,,7,7,0,4,0,1,44,2,5,1,5,13414.04,13497.88,2,130,10,10,1.82
92781,9,2,1,6,,5,6,2,82,,,1,1,,0,,,,1,1,2,1,2,2,,,,,6,6,2,2,0,1,28,2,5,6,,11657.18,11603.06,2,124,7,7,1.07
92782,9,2,2,60,,2,2,1,,2,,2,2,6,,1,6,,2,2,2,2,2,2,1,2,2,2,2,1,0,0,1,2,60,2,1,6,,10735.51,13030.48,2,127,6,3,1.09
92783,9,2,2,8,,4,4,2,106,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,7,7,2,4,0,2,37,1,3,5,,10127.71,10107.81,2,126,1,1,0.07
92784,9,2,2,23,,3,3,2,,2,,1,1,,,4,5,2,1,2,2,1,2,2,,,,,3,1,0,0,0,2,23,1,4,5,,82754.86,83562.22,1,132,12,6,2.46
92785,9,2,1,25,,3,3,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,25,1,5,5,,100399.69,104388.46,2,121,7,7,2.95
92786,9,2,1,12,,5,6,1,151,,,2,2,1,6,,,,1,1,2,,,,1,2,2,1,4,4,0,2,1,1,65,2,2,1,5,11888.77,15450.12,1,133,,,
92787,9,2,1,48,,3,3,1,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,48,1,3,3,,27901.72,27765.52,1,125,5,5,1.26
92788,9,2,2,31,,3,3,1,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,40,1,1,1,3,94663.12,97276.65,2,125,9,9,2.98
92789,9,2,1,57,,3,3,2,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,57,1,2,1,3,150538.12,154381.47,1,120,6,6,2.10
92790,9,1,2,26,,5,7,,,2,,1,1,,,4,5,3,1,2,2,1,2,2,,,,,4,4,3,0,0,2,26,1,4,5,,25486.77,0.00,2,126,4,4,0.70
92791,9,1,2,9,,3,3,,,,,1,1,,3,,,,1,1,2,1,2,2,,,,,3,3,0,1,0,2,52,1,4,1,4,17488.77,0.00,1,125,7,7,1.87
92792,9,2,1,71,,5,7,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,3,3,0,0,2,1,71,1,5,1,5,93009.16,98480.51,1,131,7,7,1.74
92793,9,2,1,28,,4,4,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,6,6,2,2,0,1,28,1,4,1,4,32224.81,32222.98,2,124,8,8,1.51
92794,9,2,1,5,,1,1,1,65,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,35,2,3,1,5,12977.54,13437.93,1,120,14,14,2.64
92795,9,2,1,37,,5,6,1,,2,,2,2,3,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,37,2,5,1,5,17431.98,18123.26,2,133,15,15,4.96
92796,9,2,2,9,,2,2,2,115,,,2,9,3,3,,,,1,1,2,1,2,2,1,2,2,1,5,1,0,3,1,2,70,1,2,77,,8756.64,9577.46,1,119,6,1,0.00
92797,9,2,1,57,,2,2,2,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,57,1,5,5,,19935.66,19858.77,1,119,15,15,5.00
92798,9,2,1,2,,2,2,2,29,,,1,1,,,,,,2,1,2,2,2,2,,,,,3,3,2,0,0,2,22,1,2,6,,10063.81,10379.74,1,126,1,1,0.20
92799,9,2,1,19,,1,1,2,230,2,,1,1,,12,,,,1,2,2,1,2,2,1,2,2,,3,3,1,0,0,1,19,1,2,,,24130.26,27121.96,1,126,2,2,0.44
92800,9,2,1,12,,3,3,1,147,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,2,37,1,3,1,3,25187.25,25876.78,2,131,7,7,1.07
92801,9,2,1,14,,5,7,1,181,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,1,1,1,21,,,5,,16054.62,15988.88,2,121,14,14,2.81
92802,9,2,2,38,,3,3,1,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,7,7,2,4,1,2,78,2,1,5,,63195.45,64940.20,1,133,15,15,5.00
92803,9,2,2,11,,3,3,1,140,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,44,1,4,4,,28864.37,32707.69,1,120,5,5,0.91
92804,9,2,2,37,,4,4,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,37,1,4,1,4,36686.78,36756.56,2,130,9,9,2.47
92805,9,2,1,53,,5,6,1,,2,,2,1,4,,3,1,,1,2,1,1,2,2,,,,,5,5,0,3,0,1,53,2,3,1,4,16707.33,17110.79,2,122,8,8,1.58
92806,9,2,2,14,,1,1,1,173,,,1,1,,8,,,,2,1,2,2,2,2,1,2,2,,7,7,0,3,2,2,36,1,3,1,1,12190.64,12112.17,1,121,6,6,0.78
92807,9,2,1,8,,4,4,1,98,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,2,1,2,62,1,3,2,,10004.90,12394.93,1,125,5,5,0.70
92808,9,2,1,34,,1,1,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,7,7,2,4,0,1,34,1,2,1,5,25036.18,26026.51,1,127,9,9,1.47
92809,9,2,2,4,,1,1,2,53,,,1,1,,,,,,2,1,2,2,2,2,,,,,7,7,2,4,0,1,50,2,2,1,1,16545.17,17402.62,2,130,3,3,0.21
92810,9,2,1,1,22,5,7,2,23,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,3,4,0,2,35,1,3,5,,9900.35,11027.67,2,130,12,12,
92811,9,2,2,2,,1,1,2,31,,,1,1,,,,,,2,1,2,2,2,2,,,,,6,6,2,2,0,2,28,2,1,6,,12313.83,13019.71,1,132,4,4,0.46
92812,9,2,2,37,,1,1,1,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,2,1,0,1,34,1,3,1,4,23276.27,24347.67,1,120,8,8,1.76
92813,9,2,2,16,,5,7,2,196,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,55,1,5,1,5,10286.71,10060.14,1,131,15,15,5.00
92814,9,2,2,56,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,4,1,1,0,0,2,56,1,4,3,,48124.69,49676.28,2,133,6,3,1.03
92815,9,2,2,22,,2,2,2,,2,,2,2,4,,3,6,2,2,2,2,2,2,2,2,2,2,2,3,3,1,0,0,2,22,2,3,6,,37201.91,38971.39,1,132,6,6,1.49
92816,9,2,2,1,15,1,1,1,16,,,1,1,,,,,,2,1,2,2,2,2,,,,,4,4,2,0,0,1,23,1,3,1,4,11742.64,12415.77,1,128,6,6,1.07
92817,9,2,2,70,,1,1,1,,2,,2,2,7,,1,1,,2,2,2,2,2,2,2,2,2,,2,2,0,0,2,2,70,2,1,1,1,9758.82,12894.61,2,133,3,3,0.73
92818,9,2,1,32,,1,1,2,,2,,2,2,5,,3,6,,2,2,2,2,2,2,2,2,1,2,3,3,0,1,0,2,28,2,2,6,,24710.40,25687.85,2,124,15,15,5.00
92819,9,2,1,44,,1,1,1,,2,,2,1,5,,3,1,,2,2,2,2,2,2,2,2,2,2,7,7,0,4,0,2,46,1,5,1,3,32034.94,32538.65,1,128,5,5,0.59
92820,9,2,1,31,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,,,,,5,5,3,0,0,1,31,1,4,1,4,75295.82,77625.45,1,131,14,14,2.82
92821,9,2,2,72,,4,4,1,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,72,1,5,3,,18365.49,18345.74,2,121,14,14,5.00
92822,9,2,1,34,,2,2,1,,2,,2,2,6,,2,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,37,2,2,1,2,26188.12,27224.02,2,131,14,14,3.79
92823,9,2,2,34,,5,6,2,,2,,2,2,1,,5,1,1,1,2,2,1,2,2,,,,,3,3,1,0,0,1,38,2,5,1,5,21339.05,21909.03,1,119,15,15,5.00
92824,9,2,2,60,,5,6,1,,2,,2,1,4,,2,1,,1,2,1,1,2,2,1,2,1,,7,7,1,1,3,2,36,2,5,1,5,20664.96,22273.46,2,128,6,6,0.68
92825,9,2,2,31,,4,4,2,,2,,2,2,5,,2,5,2,1,2,2,1,2,2,,,,,6,6,2,2,0,2,31,2,2,5,,14639.43,15290.63,1,119,2,2,0.28
92826,9,2,2,19,,1,1,1,236,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,47,2,2,1,,11273.62,11465.27,2,133,8,8,2.48
92827,9,2,2,37,,4,4,2,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,,3,3,1,0,0,2,32,1,3,3,,26584.33,26576.23,2,126,2,2,0.42
92828,9,2,1,60,,2,2,1,,2,,2,2,6,,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,60,2,1,1,1,6083.50,8143.95,1,133,4,4,1.13
92829,9,2,1,45,,5,6,1,,2,,2,2,3,,4,1,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,43,,,5,,16163.34,16935.46,1,133,6,6,2.55
92830,9,2,1,5,,3,3,1,61,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,35,,,1,4,25722.15,28377.44,1,127,9,9,2.11
92831,9,2,1,61,,3,3,2,,2,,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,1,5,1,0,2,1,1,47,,,77,,30712.62,30420.51,1,123,1,1,0.02
92832,9,2,2,80,,3,3,1,,2,,1,1,,,1,2,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,2,80,1,1,2,,35703.19,47302.86,2,125,3,3,0.88
92833,9,2,2,2,,2,2,1,32,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,1,1,2,64,,,3,,11273.40,11857.64,1,127,8,8,1.58
92834,9,2,2,0,8,3,3,2,8,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,2,35,1,5,1,5,20724.59,20998.20,2,124,15,15,4.22
92835,9,2,1,31,,3,3,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,2,1,2,64,1,1,3,,38770.46,39576.69,1,121,6,6,1.06
92836,9,2,1,2,,3,3,2,33,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,24,1,3,1,3,18816.04,19355.79,1,130,6,6,1.52
92837,9,2,2,12,,4,4,2,153,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,39,1,4,1,4,26590.12,26102.76,1,132,8,8,1.86
92838,9,2,2,47,,1,1,1,,2,,2,2,7,,3,1,,2,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,41,1,3,1,3,19233.92,19971.20,1,127,5,5,0.99
92839,9,2,2,60,,5,6,2,,2,,2,1,9,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,59,1,5,1,4,15654.19,16872.66,1,119,14,14,3.98
92840,9,2,1,35,,4,4,2,,2,,1,1,,,5,6,,1,2,2,1,2,2,,,,,4,4,1,1,0,1,35,1,5,6,,36170.61,37019.67,1,132,14,14,3.09
92841,9,2,1,42,,3,3,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,42,1,2,1,3,152743.60,151997.99,1,120,8,8,1.86
92842,9,1,2,31,,5,6,,,2,,2,2,2,,5,5,3,1,2,2,1,2,2,,,,,1,1,0,0,0,2,31,2,5,5,,16902.82,0.00,1,119,9,9,5.00
92843,9,2,1,2,,1,1,1,26,,,1,1,,,,,,2,1,2,2,2,2,,,,,7,7,1,4,1,2,53,2,2,6,,7883.54,8694.78,2,133,12,12,
92844,9,2,1,7,,2,2,1,89,,,1,1,,2,,,,1,1,2,1,2,2,,,,,6,6,0,3,0,2,45,1,2,1,,11085.70,11387.46,1,120,7,7,1.23
92845,9,2,2,15,,3,3,2,189,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,42,1,4,3,,51673.17,53191.69,1,122,7,7,1.44
92846,9,2,2,23,,3,3,1,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,1,7,7,2,0,0,2,51,1,3,1,3,69412.66,70244.56,1,127,10,10,1.77
92847,9,2,1,26,,4,4,2,,1,1,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,5,5,2,1,0,2,25,1,4,6,,26111.84,26052.85,2,126,7,7,1.55
92848,9,2,2,65,,3,3,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,65,1,4,6,,40537.81,40494.83,1,125,3,3,0.90
92849,9,2,2,57,,5,6,2,,2,,2,1,7,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,59,2,5,1,5,19872.30,20953.92,2,129,8,8,2.93
92850,9,2,1,58,,5,6,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,60,1,5,1,5,16707.33,19543.33,2,122,15,15,5.00
92851,9,2,1,69,,1,1,1,,2,,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,2,1,69,1,1,1,1,10454.27,10097.41,1,128,6,6,1.52
92852,9,2,1,3,,1,1,1,46,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,1,39,1,4,1,5,13264.54,13735.12,1,127,15,15,3.87
92853,9,2,2,11,,2,2,1,143,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6,6,3,1,0,2,27,2,2,6,,10652.87,10691.82,2,133,7,7,1.20
92854,9,2,2,57,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,48,1,4,1,4,145310.73,149519.89,2,129,15,15,4.28
92855,9,2,1,0,0,1,1,1,1,,,1,1,,,,,,2,1,2,2,2,2,,,,,7,7,3,3,0,1,32,2,1,1,1,5770.33,5650.76,1,120,7,7,0.81
92856,9,2,2,27,,5,6,2,,2,,2,2,2,,5,1,2,1,2,2,,,,1,2,2,1,2,2,0,0,0,1,28,2,5,1,5,26541.61,28956.63,2,120,,,
92857,9,2,2,48,,4,4,1,,2,,1,1,,,2,5,,1,1,2,1,2,2,,,,,3,3,0,0,0,2,47,1,2,5,,22785.75,22834.67,2,132,3,3,0.71
92858,9,2,2,31,,5,7,1,,2,,1,1,,,4,6,2,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,31,1,4,6,,118148.01,117422.65,2,121,9,1,0.19
